platform,has_profile_pic,bio_length,username_randomness,followers,following,follower_following_ratio,account_age_days,posts,posts_per_day,caption_similarity_score,content_similarity_score,follow_unfollow_rate,spam_comments_rate,generic_comment_rate,suspicious_links_in_bio,verified,is_fake,username,username_length,digits_count,digit_ratio,special_char_count,repeat_char_count
Facebook,,56.0,,412.0,732.0,0.5620736698499318,2091.0,,0.0989483747609942,0.6660208284725071,,470.0,67.0,85.0,1.0,0.0,1,acc_j873rgn9,12,4,0.3333333333333333,1,1
X,,51.0,0.0,404.0,757.0,0.5329815303430079,461.0,181.0,0.3917748917748918,0.9280603556505648,0.3232238276036032,78.0,105.0,138.0,0.0,,0,kiran_5524,10,4,0.4,1,1
X,1.0,,0.0,411.0,748.0,0.5487316421895861,2753.0,191.0,0.069353667392883,0.0705864894479388,0.4879418789253843,216.0,175.0,23.0,0.0,0.0,1,user_538124,11,6,0.5454545454545454,1,0
Facebook,1.0,181.0,0.0,412.0,717.0,0.5738161559888579,149.0,207.0,1.38,0.953353592883622,0.6888036640705155,315.0,170.0,44.0,1.0,,1,user_321376,11,6,0.5454545454545454,1,0
Instagram,1.0,110.0,1.0,387.0,710.0,0.5443037974683544,4434.0,184.0,0.041488162344983,0.9102012835620344,0.3467007167257956,93.0,,110.0,0.0,0.0,0,giulia.9301,11,4,0.3636363636363636,1,0
,0.0,0.0,0.0,418.0,680.0,0.6138032305433186,1134.0,190.0,0.1674008810572687,0.1177323003428888,,171.0,40.0,33.0,0.0,0.0,0,jose,4,0,0.0,0,0
Instagram,0.0,43.0,1.0,,,0.5897810218978102,354.0,192.0,0.5408450704225352,0.1835850310853338,0.5628398170087364,42.0,55.0,138.0,,0.0,0,chris_7365,10,4,0.4,1,0
X,1.0,226.0,0.0,,660.0,0.6354009077155824,1108.0,,0.151487826871055,0.3115956014469229,0.29400926382735,131.0,68.0,149.0,1.0,1.0,0,michael.9472,12,4,0.3333333333333333,1,0
Instagram,0.0,74.0,1.0,422.0,683.0,0.6169590643274854,2603.0,209.0,0.0802611367127496,0.5596660409651919,,76.0,10.0,121.0,0.0,1.0,0,jose4123,8,4,0.5,0,0
Instagram,,97.0,0.0,380.0,,0.5087014725568942,2114.0,189.0,0.0893617021276595,0.1344761960786132,0.1403922838632619,433.0,,108.0,0.0,0.0,1,acc_1l16jtp5,12,4,0.3333333333333333,1,1
Instagram,0.0,207.0,1.0,387.0,667.0,0.5793413173652695,4095.0,,0.050537109375,0.200334953271887,0.3526099831260743,231.0,112.0,22.0,0.0,1.0,0,yuki_52,7,2,0.2857142857142857,1,0
X,0.0,8.0,0.0,391.0,743.0,,,214.0,0.0580417683753729,0.9026752939396792,0.048342906438057,38.0,,28.0,0.0,0.0,0,ahmed,5,0,0.0,0,0
,0.0,31.0,0.0,409.0,728.0,0.5610425240054869,,186.0,0.0579800498753117,0.1093006307709257,0.5834825267095015,53.0,21.0,,0.0,1.0,0,sarah,5,0,0.0,0,0
Instagram,0.0,,0.0,408.0,713.0,0.5714285714285714,1110.0,199.0,0.1791179117911791,0.3988782651393394,0.1759093659975245,,84.0,51.0,1.0,1.0,0,ashley_4891,11,4,0.3636363636363636,1,0
Instagram,1.0,139.0,1.0,410.0,715.0,0.5726256983240223,4180.0,206.0,0.0492705094475005,0.7630017776587087,0.3773947923300428,187.0,5.0,88.0,0.0,1.0,1,acc_50k95fai,12,4,0.3333333333333333,1,1
Facebook,0.0,224.0,0.0,411.0,721.0,0.5692520775623269,1978.0,,0.0995452248610409,0.8885831168907381,0.2692228153983725,463.0,25.0,,0.0,0.0,1,user_043870,11,6,0.5454545454545454,1,0
Instagram,1.0,,0.0,409.0,697.0,0.5859598853868195,227.0,192.0,0.8421052631578947,0.3360425625966878,0.6303899663417494,418.0,143.0,121.0,1.0,1.0,0,valentina2367,13,4,0.3076923076923077,0,0
Facebook,1.0,205.0,0.0,396.0,728.0,0.5432098765432098,2940.0,211.0,0.0717443046582795,,0.8503456614668663,309.0,,141.0,,0.0,0,layla488,8,3,0.375,0,1
Instagram,,248.0,0.0,412.0,,0.5911047345767575,1013.0,203.0,,,0.633301042988345,185.0,34.0,16.0,0.0,0.0,0,pablo,5,0,0.0,0,0
Facebook,0.0,184.0,1.0,389.0,722.0,0.5380359612724758,4116.0,182.0,0.0442069468059266,0.7725577586731766,0.5425049286733938,317.0,41.0,,,0.0,0,zuri,4,0,0.0,0,0
X,1.0,135.0,0.0,411.0,724.0,0.5668965517241379,,187.0,0.0601673101673101,0.9800334440605444,0.6690837393220421,463.0,52.0,8.0,1.0,1.0,0,leo8726,7,4,0.5714285714285714,0,0
Instagram,1.0,71.0,1.0,391.0,674.0,0.5792592592592593,,202.0,0.0512950736414423,0.1395418514434042,,431.0,99.0,114.0,,1.0,0,tao.4331,8,4,0.5,1,1
Instagram,1.0,154.0,1.0,402.0,,0.5296442687747036,2803.0,209.0,0.0745363766048502,0.709420882669351,0.1228446609621197,134.0,149.0,123.0,1.0,0.0,0,ahmed_1092,10,4,0.4,1,0
Instagram,0.0,189.0,1.0,401.0,634.0,0.631496062992126,1467.0,179.0,,0.4172925377346552,0.0949272359710442,172.0,180.0,3.0,,1.0,0,marco7398,9,4,0.4444444444444444,0,0
Instagram,0.0,11.0,1.0,409.0,,0.574438202247191,,184.0,0.0615384615384615,0.9146294375674544,0.098197165748784,268.0,,147.0,1.0,0.0,0,kojo,4,0,0.0,0,0
Facebook,1.0,64.0,0.0,375.0,728.0,0.51440329218107,270.0,194.0,,0.4078308843333857,0.260483715196548,436.0,12.0,35.0,1.0,0.0,0,ahmed.2630,10,4,0.4,1,0
Instagram,0.0,106.0,1.0,,,0.6044444444444445,3807.0,181.0,0.047531512605042,0.4459603755626661,0.5320522603832052,114.0,10.0,133.0,,0.0,0,tariq.1710,10,4,0.4,1,0
X,,231.0,1.0,395.0,,0.5555555555555556,1532.0,190.0,0.1239399869536855,0.1267965981867341,0.1146815786567471,497.0,,64.0,1.0,,0,tariq,5,0,0.0,0,0
X,1.0,41.0,1.0,416.0,665.0,0.6246246246246246,304.0,216.0,0.7081967213114754,0.3209367850908798,0.9351162411893892,220.0,96.0,2.0,0.0,1.0,0,amina8207,9,4,0.4444444444444444,0,0
Instagram,0.0,189.0,1.0,427.0,688.0,0.6197387518142236,,213.0,0.0434073772162217,0.4008404703922842,0.8542568026544154,38.0,85.0,36.0,1.0,1.0,1,user_616672,11,6,0.5454545454545454,1,1
X,1.0,114.0,0.0,425.0,702.0,0.604551920341394,1933.0,192.0,0.0992761116856256,0.0175087543778509,0.971644353832982,339.0,52.0,108.0,0.0,0.0,1,ybfuz3c83c,10,3,0.3,0,0
Instagram,0.0,138.0,0.0,,,0.5068306010928961,2041.0,198.0,0.0969637610186092,,0.0425000450884905,,8.0,2.0,0.0,1.0,0,max2671,7,4,0.5714285714285714,0,0
Instagram,0.0,102.0,1.0,413.0,692.0,0.5959595959595959,4022.0,189.0,0.046979865771812,0.3363185512673062,0.8514024470893163,220.0,70.0,142.0,1.0,0.0,0,chen_9493,9,4,0.4444444444444444,1,0
X,,170.0,,400.0,680.0,0.5873715124816447,142.0,199.0,1.391608391608392,0.803839735800492,0.8037340754414894,145.0,,55.0,0.0,0.0,0,luna.2634,9,4,0.4444444444444444,1,0
,0.0,94.0,1.0,,685.0,0.5670553935860059,809.0,173.0,0.2135802469135802,0.1071126134457929,0.9021058646024604,405.0,188.0,60.0,0.0,1.0,0,binta,5,0,0.0,0,0
X,0.0,,0.0,378.0,677.0,0.5575221238938053,948.0,187.0,,0.7602111269228912,0.5279441676598087,163.0,9.0,67.0,0.0,1.0,0,chris6453,9,4,0.4444444444444444,0,0
Facebook,1.0,224.0,0.0,417.0,681.0,0.6114369501466276,3952.0,186.0,0.0470528712370351,,0.7878890707756734,360.0,165.0,,1.0,0.0,1,y06lmxw7cy,10,3,0.3,0,0
Instagram,1.0,159.0,0.0,410.0,701.0,0.584045584045584,3413.0,187.0,0.0547744581136496,0.2417823277831059,,436.0,122.0,,,0.0,0,hans_3942,9,4,0.4444444444444444,1,0
Facebook,0.0,249.0,0.0,438.0,721.0,,2293.0,229.0,0.0998256320836966,0.0832716683417971,0.0758777894839888,367.0,38.0,,,1.0,0,sakura_4086,11,4,0.3636363636363636,1,0
X,0.0,220.0,0.0,389.0,716.0,0.5425383542538355,766.0,194.0,0.2529335071707953,0.8418334457556961,0.1185322409495882,483.0,109.0,22.0,1.0,1.0,0,mia.5840,8,4,0.5,1,0
Facebook,1.0,,1.0,365.0,734.0,0.4965986394557823,2924.0,168.0,0.0574358974358974,,0.914788863298208,327.0,88.0,13.0,1.0,,0,yumi7731,8,4,0.5,0,1
Facebook,0.0,,0.0,369.0,691.0,,939.0,206.0,0.2191489361702127,0.1455601197070982,0.0611693493884488,258.0,93.0,133.0,0.0,1.0,0,oliver,6,0,0.0,0,0
,0.0,167.0,0.0,427.0,765.0,0.5574412532637075,2497.0,,0.0920736589271417,0.3590366019131921,0.1001495266991109,189.0,157.0,32.0,1.0,1.0,1,user_139473,11,6,0.5454545454545454,1,0
Facebook,0.0,150.0,1.0,403.0,703.0,0.5724431818181818,3563.0,208.0,0.058361391694725,0.400882823659052,0.930410402629527,412.0,106.0,8.0,1.0,0.0,0,fatima5490,10,4,0.4,0,0
Facebook,0.0,55.0,0.0,398.0,704.0,0.5645390070921986,1263.0,200.0,,0.3260879797800881,0.1073925818322781,328.0,33.0,139.0,1.0,1.0,1,oyvnh9527,9,4,0.4444444444444444,0,0
X,0.0,133.0,0.0,388.0,706.0,0.5487977369165488,543.0,198.0,0.3639705882352941,0.9764811125069512,0.8697562987253739,263.0,32.0,116.0,,0.0,1,bot_l9l9a,9,2,0.2222222222222222,1,0
Facebook,0.0,85.0,0.0,395.0,,0.5396174863387978,2680.0,193.0,0.0719880641551659,0.8808206692963502,0.7892707880622863,,159.0,94.0,1.0,1.0,0,alex,4,0,0.0,0,0
X,0.0,177.0,,399.0,695.0,,2955.0,200.0,0.06765899864682,0.8729754964590887,0.0402819885321542,331.0,11.0,2.0,,0.0,0,john_9936,9,4,0.4444444444444444,1,1
Facebook,1.0,101.0,0.0,,682.0,0.5402635431918009,2932.0,184.0,0.0627344016365496,0.3987675905207699,0.02184739688963,173.0,86.0,,1.0,0.0,0,emily.9170,10,4,0.4,1,0
X,,164.0,1.0,377.0,707.0,0.5324858757062146,2782.0,186.0,0.0668343514193316,0.9628696397384934,0.5343883835135932,91.0,92.0,35.0,0.0,1.0,0,dmitri,6,0,0.0,0,0
X,1.0,236.0,,413.0,710.0,0.5808720112517581,4240.0,209.0,0.0492808299929262,0.6840152962916977,0.9971754037667672,439.0,106.0,140.0,1.0,1.0,0,arjun.9196,10,4,0.4,1,0
Facebook,1.0,191.0,0.0,398.0,686.0,0.5793304221251819,2992.0,202.0,0.0674908118944203,0.8319946687050768,0.8788301600989865,105.0,192.0,12.0,0.0,1.0,1,lysnz4131,9,4,0.4444444444444444,0,0
,1.0,242.0,0.0,416.0,666.0,,2613.0,199.0,0.0761285386381025,0.500875125054362,0.3100254333712846,244.0,9.0,84.0,1.0,1.0,0,sofia4474,9,4,0.4444444444444444,0,1
Facebook,0.0,,0.0,,634.0,0.6614173228346457,3649.0,200.0,0.0547945205479452,,0.3863092341154034,304.0,,42.0,0.0,0.0,0,tariq.7834,10,4,0.4,1,0
Instagram,0.0,199.0,0.0,398.0,679.0,0.5852941176470589,,186.0,0.1548709408825978,0.8868855049846766,0.387905996238101,42.0,18.0,127.0,1.0,1.0,1,epgcyuqu0z,10,1,0.1,0,0
Instagram,0.0,232.0,1.0,436.0,679.0,,,207.0,0.0976875884851345,0.4864267393721744,0.7341788159050148,393.0,22.0,46.0,1.0,1.0,0,marco_8599,10,4,0.4,1,1
Instagram,0.0,176.0,0.0,386.0,647.0,,2681.0,178.0,0.0663683818046234,0.9685549090851968,0.3411327526623835,,127.0,18.0,0.0,0.0,1,bot_gmj58,9,2,0.2222222222222222,1,0
X,1.0,226.0,1.0,394.0,743.0,0.5295698924731183,2849.0,181.0,0.0635087719298245,0.2548610114025245,0.1477970613752607,440.0,84.0,82.0,0.0,0.0,0,ali1086,7,4,0.5714285714285714,0,0
Facebook,0.0,114.0,1.0,366.0,685.0,0.5335276967930029,4689.0,201.0,0.0428571428571428,,0.7471074085835504,257.0,184.0,96.0,1.0,,0,sofia5717,9,4,0.4444444444444444,0,0
X,0.0,138.0,1.0,385.0,687.0,0.559593023255814,4663.0,204.0,,0.222424681972149,0.4580156182451046,320.0,106.0,98.0,1.0,1.0,1,acc_c3aawoep,12,1,0.08333333333333333,1,2
Instagram,1.0,87.0,1.0,397.0,697.0,0.5687679083094556,4787.0,197.0,0.0411445279866332,0.3681667580234694,0.0767787236864669,,98.0,147.0,1.0,0.0,0,tariq.7060,10,4,0.4,1,0
Facebook,0.0,48.0,1.0,,713.0,0.561624649859944,3682.0,208.0,0.0564756991582948,0.594016522924926,,,58.0,28.0,0.0,1.0,1,acc_0eq7ymlv,12,2,0.1666666666666667,1,1
X,0.0,148.0,0.0,401.0,675.0,0.5931952662721893,3496.0,191.0,0.0546182442093222,0.6933230591844951,0.5853112639502293,463.0,181.0,127.0,,0.0,1,hvrcj8653,9,4,0.4444444444444444,0,0
Facebook,1.0,114.0,1.0,370.0,743.0,0.4973118279569892,665.0,206.0,0.3093093093093093,0.7202821690064072,,425.0,73.0,71.0,1.0,1.0,1,bot_mxvoi,9,0,0.0,1,0
X,0.0,193.0,1.0,381.0,723.0,0.5262430939226519,4502.0,214.0,0.0475238729735731,0.4762524089277725,0.6733431671472798,441.0,,,,0.0,0,kiran,5,0,0.0,0,0
Facebook,0.0,62.0,0.0,440.0,698.0,0.6294706723891274,3163.0,190.0,0.0600505689001264,0.0768269568641019,0.5053676828203663,476.0,47.0,37.0,,0.0,0,zuri,4,0,0.0,0,0
Instagram,,,0.0,400.0,,0.5586592178770949,3366.0,184.0,0.0546480546480546,0.4960481517161013,0.6484201479884992,,5.0,123.0,1.0,1.0,1,bot_upnwo,9,0,0.0,1,0
,0.0,82.0,1.0,424.0,694.0,0.6100719424460431,1417.0,208.0,0.1466854724964739,0.3346879525363962,0.8674885453653216,,42.0,,0.0,1.0,1,j7m0nfltrm,10,2,0.2,0,0
Facebook,0.0,102.0,1.0,416.0,649.0,0.64,3109.0,,0.0556270096463022,0.6576556090187232,,102.0,144.0,32.0,,,1,acc_tb52ir85,12,4,0.3333333333333333,1,1
X,,155.0,,396.0,713.0,0.5546218487394958,517.0,,0.3918918918918919,,0.6596004978542749,253.0,126.0,12.0,1.0,0.0,0,valentina,9,0,0.0,0,0
Instagram,1.0,,1.0,,,0.5499254843517138,850.0,194.0,0.2279670975323149,0.3939123247513528,0.6138560694206747,454.0,78.0,100.0,0.0,1.0,0,nikolai6024,11,4,0.3636363636363636,0,0
Instagram,1.0,5.0,0.0,399.0,743.0,0.5362903225806451,1902.0,185.0,0.0972149238045191,0.9661191540005332,0.5311797776332966,316.0,163.0,126.0,0.0,0.0,1,bbxfp5522,9,4,0.4444444444444444,0,3
Instagram,1.0,146.0,0.0,388.0,,0.5449438202247191,908.0,197.0,0.2167216721672167,0.0888673992303024,0.1719724109754715,0.0,151.0,76.0,1.0,1.0,0,jessica.7498,12,4,0.3333333333333333,1,1
Facebook,1.0,183.0,1.0,,694.0,0.5410071942446043,316.0,189.0,0.5962145110410094,0.6023341579411603,0.3356776435588654,153.0,120.0,,1.0,,1,user_330148,11,6,0.5454545454545454,1,1
Facebook,1.0,229.0,0.0,396.0,683.0,,3244.0,199.0,0.0613251155624037,0.0906482290485357,0.6931089673581222,492.0,119.0,48.0,1.0,0.0,1,user_444770,11,6,0.5454545454545454,1,2
X,0.0,27.0,1.0,398.0,693.0,0.5734870317002881,1508.0,192.0,0.1272365805168986,0.1569956559399598,0.4254761067017771,260.0,188.0,,0.0,0.0,0,riya,4,0,0.0,0,0
X,,193.0,1.0,414.0,,0.5897435897435898,4123.0,,0.0429194956353055,0.6049343886130572,,34.0,,,0.0,1.0,1,user_095730,11,6,0.5454545454545454,1,0
X,1.0,37.0,,444.0,729.0,,1519.0,186.0,,0.4439955225777864,0.7592692841305579,380.0,77.0,35.0,0.0,0.0,1,acc_ci9cpjqa,12,1,0.08333333333333333,1,1
Facebook,,118.0,0.0,430.0,687.0,0.625,4151.0,195.0,0.0469653179190751,0.5484989969501705,0.0055688606236612,,57.0,92.0,1.0,1.0,0,sofia,5,0,0.0,0,0
Facebook,0.0,36.0,1.0,,676.0,0.5908419497784343,1935.0,199.0,0.1027892561983471,0.8798721705950927,0.6789944802453385,26.0,193.0,23.0,0.0,1.0,1,bot_wlhfv,9,0,0.0,1,0
X,1.0,114.0,0.0,378.0,759.0,0.4973684210526315,4345.0,179.0,0.0411872986654394,0.8172402425109725,,395.0,180.0,80.0,1.0,1.0,0,binta9199,9,4,0.4444444444444444,0,1
X,0.0,243.0,1.0,380.0,695.0,0.5459770114942529,1802.0,207.0,0.1148086522462562,0.8879814494285128,0.3767625812463521,349.0,69.0,97.0,1.0,1.0,1,xowvq8921,9,4,0.4444444444444444,0,0
Facebook,1.0,67.0,1.0,380.0,716.0,0.5299860529986054,2623.0,191.0,0.0727896341463414,0.6162549208382123,0.3405366115735896,,,145.0,,1.0,0,chris,5,0,0.0,0,0
,0.0,213.0,,419.0,671.0,0.6235119047619048,857.0,186.0,,0.4896431697140142,0.1728754953151695,223.0,169.0,104.0,0.0,,1,wsevl8314,9,4,0.4444444444444444,0,0
Instagram,1.0,217.0,1.0,429.0,723.0,0.5925414364640884,1877.0,187.0,0.0995740149094781,0.4591975817800219,0.3342520827486031,186.0,38.0,,0.0,1.0,0,sarah6416,9,4,0.4444444444444444,0,0
Facebook,0.0,176.0,1.0,411.0,,0.6152694610778443,1526.0,190.0,0.1244269810085134,0.739808556222444,0.3914184721103728,158.0,196.0,,1.0,1.0,0,jessica2347,11,4,0.3636363636363636,0,1
X,0.0,42.0,0.0,397.0,708.0,0.5599435825105783,1417.0,206.0,0.1452750352609308,0.5212998783249629,0.4374489194248349,68.0,,70.0,0.0,1.0,1,8a8z8tr0uf,10,4,0.4,0,0
Facebook,,163.0,0.0,363.0,692.0,0.5238095238095238,3480.0,182.0,,0.1057687962622188,0.6723006386775275,164.0,167.0,121.0,1.0,1.0,0,sofia_3017,10,4,0.4,1,0
Instagram,1.0,,,,,0.5815899581589958,,193.0,0.0498321714433255,0.1419390240582613,0.4535710194230049,257.0,58.0,2.0,0.0,1.0,0,omar,4,0,0.0,0,0
Facebook,1.0,12.0,1.0,417.0,715.0,0.5824022346368715,1795.0,202.0,,0.3570827677139025,0.7962843042233506,101.0,43.0,35.0,1.0,0.0,1,user_103384,11,6,0.5454545454545454,1,1
Facebook,1.0,51.0,,382.0,677.0,,,206.0,0.0671666123247473,0.0678233719711887,0.6397379973783744,454.0,64.0,120.0,0.0,0.0,1,c1vv0jwx57,10,4,0.4,0,1
Facebook,,57.0,0.0,,705.0,0.5906515580736544,2721.0,201.0,0.073842762674504,0.2392312194599302,0.1895970794940893,192.0,,,0.0,1.0,0,kwame3715,9,4,0.4444444444444444,0,0
,0.0,31.0,1.0,420.0,,0.6461538461538462,4205.0,190.0,0.0451735615786971,0.6564008532135465,0.2771731727705134,258.0,90.0,14.0,1.0,1.0,0,zuri200,7,3,0.4285714285714285,0,1
Instagram,,208.0,0.0,,719.0,0.5555555555555556,3677.0,204.0,0.0554649265905383,0.0124303122972465,0.0792491864413854,403.0,83.0,131.0,,1.0,0,tariq,5,0,0.0,0,0
Facebook,,104.0,1.0,377.0,709.0,,353.0,188.0,0.5310734463276836,0.604092865581498,0.9457217549233222,385.0,4.0,15.0,0.0,1.0,0,kojo.9759,9,4,0.4444444444444444,1,0
Facebook,0.0,227.0,1.0,,697.0,0.5243553008595988,,199.0,,,0.8865504812292666,297.0,113.0,,1.0,0.0,0,suresh2803,10,4,0.4,0,0
X,0.0,,0.0,399.0,734.0,,1428.0,223.0,0.1560531840447865,0.1701537515310973,0.0847962254509371,298.0,176.0,62.0,0.0,0.0,1,hykzk4392,9,4,0.4444444444444444,0,0
Facebook,1.0,187.0,1.0,376.0,756.0,0.4966974900924703,,195.0,0.0888787602552415,0.1809685632024086,0.57407601584746,,178.0,22.0,0.0,0.0,1,acc_rsixh6xb,12,1,0.08333333333333333,1,1
X,0.0,237.0,,381.0,665.0,0.5720720720720721,1778.0,216.0,0.1214165261382799,0.0288563665134806,0.9604018188608184,44.0,163.0,76.0,1.0,1.0,1,bot_z2dbx,9,1,0.1111111111111111,1,0
Instagram,0.0,82.0,0.0,383.0,640.0,0.5975039001560063,3537.0,205.0,0.0579423403052572,0.5124500388334615,0.7471427899461557,479.0,104.0,0.0,,0.0,1,gjzkh4038,9,4,0.4444444444444444,0,0
Instagram,1.0,185.0,0.0,409.0,693.0,0.5893371757925072,1117.0,215.0,0.1923076923076923,0.6545875568727172,0.4918121939706726,495.0,15.0,75.0,0.0,0.0,0,oliver.9025,11,4,0.3636363636363636,1,0
Instagram,0.0,98.0,0.0,417.0,669.0,0.6223880597014926,2321.0,218.0,0.0938845822566752,0.4569095820846188,0.2411029889066348,275.0,6.0,26.0,1.0,0.0,0,chris6488,9,4,0.4444444444444444,0,1
Instagram,0.0,237.0,1.0,373.0,648.0,0.5747303543913713,534.0,196.0,0.3663551401869159,0.3894488096262117,0.2790370750812956,170.0,43.0,,0.0,0.0,0,ivan.1249,9,4,0.4444444444444444,1,0
X,1.0,103.0,1.0,427.0,685.0,,1218.0,207.0,0.1698113207547169,0.4544128172936672,0.7362379546713607,177.0,25.0,85.0,,0.0,0,nikolai,7,0,0.0,0,0
Facebook,,183.0,0.0,376.0,701.0,0.5356125356125356,2989.0,219.0,0.0732441471571906,0.7815282187246553,0.7805752732438467,222.0,35.0,61.0,,1.0,0,kiran.2890,10,4,0.4,1,0
Instagram,0.0,27.0,0.0,407.0,684.0,0.5941605839416059,2229.0,193.0,0.0865470852017937,0.0335143073453589,0.5286933243514326,298.0,180.0,145.0,0.0,0.0,1,acc_xonl898q,12,3,0.25,1,1
Facebook,0.0,128.0,1.0,395.0,685.0,0.575801749271137,1980.0,197.0,0.099444724886421,0.7838185608326084,0.1209487015167047,480.0,91.0,92.0,,0.0,0,nikolai.7128,12,4,0.3333333333333333,1,0
X,1.0,169.0,0.0,,698.0,0.5550786838340487,2077.0,196.0,,0.6663421156667912,0.9338683736265946,23.0,171.0,29.0,,0.0,0,liwei_4676,10,4,0.4,1,0
X,0.0,,,,726.0,0.515818431911967,532.0,197.0,0.3696060037523452,0.2414265541574198,0.8447627345667349,337.0,11.0,,1.0,1.0,0,luna_7452,9,4,0.4444444444444444,1,0
X,0.0,47.0,0.0,372.0,735.0,0.5054347826086957,3077.0,204.0,0.0662768031189083,0.5247397262401822,0.1405387790274228,83.0,89.0,149.0,0.0,0.0,1,acc_xb4l7mz0,12,3,0.25,1,1
Instagram,0.0,39.0,1.0,404.0,718.0,0.5618915159944368,1945.0,179.0,0.0919835560123329,,0.0567275836288522,,67.0,124.0,0.0,0.0,0,ethan,5,0,0.0,0,0
Facebook,1.0,96.0,1.0,393.0,733.0,0.5354223433242506,4236.0,,0.0455510974746282,0.3795886703393012,0.5358676827497336,287.0,107.0,33.0,,1.0,0,hans_8850,9,4,0.4444444444444444,1,1
Facebook,0.0,190.0,1.0,390.0,,,3100.0,218.0,0.0702999032570138,0.1740424790771348,0.284142617729526,121.0,150.0,3.0,1.0,1.0,0,saif9944,8,4,0.5,0,2
Facebook,0.0,203.0,0.0,,716.0,0.5244072524407253,4358.0,,0.0399174122505161,0.0223003860206539,0.2832497094145679,4.0,103.0,,0.0,0.0,1,yhbzg2254,9,4,0.4444444444444444,0,1
X,1.0,199.0,0.0,380.0,672.0,0.5646359583952452,3830.0,187.0,0.0488123205429391,0.3570894977659659,0.0872215927504117,385.0,87.0,50.0,0.0,,0,yuki_9896,9,4,0.4444444444444444,1,0
Instagram,0.0,215.0,0.0,374.0,693.0,0.5389048991354467,4115.0,202.0,0.0490767735665694,0.7261124173944357,0.9533858352713874,153.0,94.0,,1.0,0.0,1,user_561632,11,6,0.5454545454545454,1,0
X,0.0,207.0,0.0,386.0,716.0,0.5383542538354253,2585.0,181.0,0.0699922660479505,0.9210218673584042,0.8301664596598446,280.0,125.0,13.0,1.0,,1,user_881179,11,6,0.5454545454545454,1,2
X,1.0,113.0,0.0,369.0,708.0,0.5204513399153737,1549.0,202.0,0.1303225806451612,0.6622635130906498,0.1138345918759168,433.0,29.0,7.0,1.0,1.0,0,noah9593,8,4,0.5,0,0
,1.0,131.0,1.0,427.0,741.0,0.5754716981132075,,196.0,0.1315436241610738,0.4019701281303904,,341.0,62.0,,0.0,0.0,0,luna_3202,9,4,0.4444444444444444,1,0
X,1.0,165.0,,409.0,684.0,0.5970802919708029,,204.0,0.0557224801966675,0.9994961124018776,0.682956055963137,422.0,2.0,68.0,,0.0,1,acc_fx788zb4,12,4,0.3333333333333333,1,2
Facebook,1.0,235.0,1.0,364.0,731.0,0.4972677595628415,228.0,204.0,0.8908296943231441,0.2829435081002103,0.3254411318286087,85.0,161.0,135.0,0.0,0.0,0,riya_2555,9,4,0.4444444444444444,1,1
Instagram,0.0,154.0,,,696.0,0.6126255380200861,4472.0,191.0,0.0427006483344511,0.1871314327081805,0.8712505544151318,,101.0,,0.0,0.0,0,ivan_1241,9,4,0.4444444444444444,1,0
Facebook,0.0,136.0,1.0,416.0,,0.6274509803921569,4832.0,213.0,0.0440720049658597,0.463682269225918,0.5980221877819584,266.0,91.0,,0.0,0.0,1,acc_19hgfprt,12,2,0.1666666666666667,1,1
Instagram,1.0,110.0,1.0,435.0,695.0,0.625,,195.0,0.0447864033073036,0.5049114154418077,0.8486698443343861,190.0,176.0,140.0,1.0,0.0,1,mommi5670,9,4,0.4444444444444444,0,1
,1.0,143.0,,423.0,719.0,0.5875,4929.0,,0.040973630831643,0.3548233800433262,,251.0,171.0,,,0.0,1,hizpq2971,9,4,0.4444444444444444,0,0
X,,183.0,0.0,388.0,718.0,0.5396383866481224,4797.0,194.0,,0.69549907904532,0.5006510401618275,492.0,168.0,48.0,1.0,,1,zymmi5629,9,4,0.4444444444444444,0,1
X,1.0,,1.0,439.0,715.0,0.6131284916201117,699.0,,0.29,0.1838644119282171,0.2910100294109561,67.0,47.0,,1.0,,0,kojo2122,8,4,0.5,0,1
Instagram,0.0,30.0,0.0,388.0,685.0,0.565597667638484,438.0,,0.4692482915717539,0.510339759750806,0.3876926919447082,352.0,198.0,126.0,0.0,0.0,0,hans3233,8,4,0.5,0,1
Instagram,1.0,215.0,1.0,,729.0,0.5780821917808219,1685.0,176.0,0.1043890865954922,0.5001269585007883,0.5677520691282214,145.0,7.0,82.0,,0.0,1,qdqkz4836,9,4,0.4444444444444444,0,0
Instagram,0.0,118.0,1.0,420.0,700.0,0.5991440798858774,2154.0,188.0,0.0872389791183294,0.8237864226816393,0.9470592237086172,478.0,134.0,95.0,1.0,1.0,0,kwame,5,0,0.0,0,0
Facebook,,141.0,0.0,392.0,754.0,0.519205298013245,4711.0,216.0,0.0458404074702886,0.9269681987608048,0.6001177599681348,363.0,,114.0,0.0,1.0,0,binta,5,0,0.0,0,0
Facebook,,236.0,1.0,367.0,673.0,,2915.0,,0.0730452674897119,0.6632658737106596,0.1473781917803935,121.0,182.0,102.0,1.0,1.0,1,user_850884,11,6,0.5454545454545454,1,1
Instagram,,24.0,0.0,400.0,724.0,0.5517241379310345,3218.0,196.0,0.0608884746815781,0.3053715903346411,0.0069961854764867,411.0,70.0,116.0,0.0,0.0,0,arjun_9939,10,4,0.4,1,1
